nodelist,protein_product_fost,
55787,9.10E-11,
9180,9.10E-11,
9356,9.09E-11,
8048,9.08E-11,
113878,9.07E-11,
57107,9.06E-11,
57556,9.06E-11,
55048,9.06E-11,
10811,9.06E-11,
23589,9.06E-11,
114885,9.05E-11,
153562,9.05E-11,
60313,9.04E-11,
7705,9.04E-11,
55328,9.03E-11,
406953,9.03E-11,
84978,9.03E-11,
4942,9.03E-11,
10251,9.02E-11,
92335,9.02E-11,
23384,9.01E-11,
3852,9.01E-11,
3651,9.01E-11,
23011,9.01E-11,
52,9.00E-11,
10276,8.99E-11,
125058,8.98E-11,
25970,8.98E-11,
57647,8.98E-11,
3853,8.98E-11,
5413,8.98E-11,
84942,8.97E-11,
83862,8.97E-11,
1070,8.96E-11,
23081,8.96E-11,
57464,8.95E-11,
721,8.95E-11,
2197,8.95E-11,
200933,8.95E-11,
51605,8.94E-11,
27033,8.94E-11,
64859,8.94E-11,
5645,8.93E-11,
3217,8.93E-11,
9051,8.92E-11,
119392,8.92E-11,
51560,8.92E-11,
51438,8.91E-11,
10758,8.91E-11,
79441,8.90E-11,
90957,8.90E-11,
915,8.90E-11,
6596,8.89E-11,
65062,8.89E-11,
9413,8.89E-11,
124995,8.89E-11,
23139,8.89E-11,
5077,8.89E-11,
80176,8.88E-11,
6569,8.87E-11,
55288,8.87E-11,
53834,8.87E-11,
7541,8.86E-11,
58500,8.86E-11,
57057,8.85E-11,
55181,8.84E-11,
23637,8.84E-11,
10994,8.84E-11,
9871,8.84E-11,
5991,8.84E-11,
283375,8.83E-11,
55083,8.83E-11,
5892,8.82E-11,
7516,8.82E-11,
5176,8.81E-11,
8900,8.81E-11,
3623,8.80E-11,
27304,8.80E-11,
286827,8.80E-11,
9905,8.80E-11,
54331,8.80E-11,
54474,8.79E-11,
406885,8.79E-11,
653583,8.78E-11,
51760,8.77E-11,
126961,8.76E-11,
220717,8.76E-11,
28998,8.75E-11,
83660,8.75E-11,
8019,8.74E-11,
2833,8.74E-11,
23439,8.74E-11,
56937,8.74E-11,
55327,8.74E-11,
6726,8.74E-11,
80853,8.73E-11,
64116,8.73E-11,
80146,8.73E-11,
204,8.73E-11,
59345,8.72E-11,
3460,8.72E-11,
43,8.72E-11,
94121,8.72E-11,
490,8.71E-11,
11215,8.71E-11,
57403,8.71E-11,
9204,8.70E-11,
22801,8.70E-11,
79000,8.70E-11,
7507,8.70E-11,
54187,8.69E-11,
5902,8.69E-11,
79637,8.69E-11,
79365,8.69E-11,
57402,8.68E-11,
574033,8.68E-11,
90410,8.68E-11,
79590,8.67E-11,
6860,8.67E-11,
3015,8.66E-11,
83931,8.66E-11,
9700,8.66E-11,
1749,8.66E-11,
2206,8.66E-11,
56886,8.65E-11,
8443,8.65E-11,
9467,8.65E-11,
55114,8.65E-11,
4879,8.65E-11,
55909,8.64E-11,
84125,8.64E-11,
3857,8.63E-11,
51361,8.63E-11,
89970,8.63E-11,
54517,8.62E-11,
23523,8.62E-11,
2890,8.62E-11,
51270,8.62E-11,
81669,8.61E-11,
83636,8.61E-11,
83595,8.61E-11,
55201,8.60E-11,
116151,8.60E-11,
94039,8.59E-11,
28973,8.59E-11,
79833,8.59E-11,
5194,8.59E-11,
85358,8.58E-11,
9935,8.58E-11,
8764,8.58E-11,
388698,8.58E-11,
23125,8.58E-11,
51095,8.57E-11,
23671,8.57E-11,
55770,8.56E-11,
60673,8.56E-11,
64924,8.56E-11,
1455,8.55E-11,
25828,8.55E-11,
51253,8.55E-11,
51735,8.55E-11,
10256,8.54E-11,
4046,8.54E-11,
1633,8.54E-11,
63894,8.54E-11,
8991,8.54E-11,
148581,8.53E-11,
64754,8.52E-11,
9610,8.51E-11,
84934,8.50E-11,
7360,8.50E-11,
7165,8.50E-11,
4661,8.49E-11,
5778,8.48E-11,
23368,8.48E-11,
256297,8.47E-11,
10444,8.47E-11,
3860,8.47E-11,
91137,8.47E-11,
65981,8.45E-11,
64946,8.45E-11,
9545,8.44E-11,
10797,8.44E-11,
54821,8.44E-11,
170572,8.44E-11,
3151,8.43E-11,
51184,8.43E-11,
4329,8.42E-11,
7145,8.42E-11,
55957,8.42E-11,
27236,8.41E-11,
732272,8.41E-11,
133121,8.41E-11,
10001,8.41E-11,
54536,8.40E-11,
93343,8.40E-11,
5015,8.40E-11,
83540,8.38E-11,
169355,8.38E-11,
257629,8.38E-11,
112752,8.37E-11,
25796,8.37E-11,
663,8.36E-11,
411,8.36E-11,
5831,8.36E-11,
64853,8.36E-11,
51435,8.35E-11,
5009,8.35E-11,
94241,8.35E-11,
283459,8.34E-11,
3833,8.33E-11,
83483,8.33E-11,
55312,8.33E-11,
118813,8.33E-11,
9938,8.32E-11,
79736,8.31E-11,
199713,8.31E-11,
22936,8.31E-11,
2968,8.31E-11,
51399,8.31E-11,
8784,8.31E-11,
10362,8.30E-11,
2813,8.30E-11,
51599,8.30E-11,
53358,8.30E-11,
8099,8.30E-11,
23708,8.30E-11,
6621,8.29E-11,
7597,8.29E-11,
161582,8.29E-11,
9442,8.29E-11,
114799,8.29E-11,
1748,8.28E-11,
27111,8.28E-11,
9546,8.28E-11,
55061,8.28E-11,
9337,8.28E-11,
28992,8.27E-11,
80223,8.26E-11,
9699,8.26E-11,
55827,8.26E-11,
23371,8.26E-11,
255758,8.26E-11,
89781,8.25E-11,
51363,8.25E-11,
27141,8.24E-11,
6718,8.23E-11,
132724,8.23E-11,
60412,8.23E-11,
170954,8.23E-11,
4047,8.23E-11,
26127,8.22E-11,
2802,8.21E-11,
4283,8.21E-11,
493856,8.21E-11,
55922,8.20E-11,
30816,8.18E-11,
406999,8.18E-11,
83897,8.18E-11,
11228,8.18E-11,
8045,8.17E-11,
56159,8.17E-11,
10661,8.16E-11,
56926,8.16E-11,
6945,8.16E-11,
30819,8.16E-11,
10103,8.15E-11,
6001,8.15E-11,
4316,8.15E-11,
80776,8.14E-11,
84061,8.14E-11,
161176,8.13E-11,
54069,8.13E-11,
23580,8.12E-11,
93627,8.12E-11,
373863,8.12E-11,
427,8.11E-11,
92565,8.11E-11,
115992,8.11E-11,
79370,8.10E-11,
4925,8.10E-11,
2110,8.10E-11,
4728,8.09E-11,
10622,8.09E-11,
5189,8.09E-11,
10039,8.09E-11,
2525,8.09E-11,
9675,8.09E-11,
25788,8.08E-11,
114880,8.08E-11,
28958,8.08E-11,
114088,8.08E-11,
246330,8.08E-11,
2925,8.07E-11,
5539,8.07E-11,
10535,8.07E-11,
5265,8.07E-11,
79173,8.06E-11,
23511,8.06E-11,
7991,8.05E-11,
9786,8.05E-11,
51098,8.05E-11,
29965,8.05E-11,
3421,8.04E-11,
79020,8.04E-11,
84172,8.04E-11,
2220,8.03E-11,
84333,8.03E-11,
57570,8.02E-11,
3756,8.02E-11,
887,8.02E-11,
11080,8.02E-11,
8464,8.01E-11,
51317,8.00E-11,
1901,8.00E-11,
84967,8.00E-11,
2182,8.00E-11,
1238,8.00E-11,
8086,7.99E-11,
57088,7.99E-11,
4552,7.96E-11,
3269,7.96E-11,
80169,7.96E-11,
9743,7.95E-11,
64928,7.95E-11,
2571,7.95E-11,
55711,7.94E-11,
90231,7.94E-11,
1836,7.94E-11,
59286,7.94E-11,
6770,7.94E-11,
84311,7.94E-11,
6506,7.94E-11,
5833,7.93E-11,
286,7.93E-11,
6915,7.93E-11,
26953,7.92E-11,
1962,7.92E-11,
1794,7.92E-11,
22795,7.92E-11,
9902,7.92E-11,
7140,7.92E-11,
55212,7.90E-11,
339390,7.90E-11,
65264,7.89E-11,
8556,7.89E-11,
11158,7.89E-11,
79803,7.88E-11,
23017,7.88E-11,
9415,7.87E-11,
10497,7.87E-11,
84282,7.87E-11,
79939,7.87E-11,
340069,7.87E-11,
5121,7.87E-11,
6238,7.86E-11,
6689,7.86E-11,
55601,7.86E-11,
9582,7.86E-11,
121642,7.85E-11,
9456,7.85E-11,
55750,7.85E-11,
55607,7.84E-11,
10825,7.84E-11,
219743,7.83E-11,
63976,7.82E-11,
7106,7.82E-11,
1737,7.82E-11,
25900,7.82E-11,
51077,7.82E-11,
712,7.82E-11,
22796,7.81E-11,
51382,7.81E-11,
223,7.80E-11,
55859,7.80E-11,
8412,7.80E-11,
10384,7.80E-11,
92211,7.80E-11,
23023,7.80E-11,
27430,7.79E-11,
575,7.78E-11,
64132,7.78E-11,
3501,7.78E-11,
55748,7.77E-11,
51460,7.77E-11,
55090,7.76E-11,
221421,7.76E-11,
56034,7.76E-11,
6813,7.76E-11,
57539,7.76E-11,
54538,7.75E-11,
116225,7.75E-11,
133522,7.75E-11,
23167,7.74E-11,
7782,7.74E-11,
388818,7.74E-11,
55669,7.74E-11,
65989,7.74E-11,
526,7.73E-11,
4689,7.73E-11,
147007,7.73E-11,
4038,7.73E-11,
55240,7.72E-11,
285464,7.72E-11,
2589,7.72E-11,
55665,7.72E-11,
5269,7.71E-11,
84080,7.70E-11,
3858,7.70E-11,
391123,7.70E-11,
6730,7.70E-11,
55149,7.69E-11,
246175,7.68E-11,
406881,7.68E-11,
1545,7.68E-11,
64425,7.68E-11,
55698,7.67E-11,
9266,7.67E-11,
54929,7.66E-11,
2254,7.66E-11,
28999,7.66E-11,
55166,7.66E-11,
5511,7.65E-11,
5352,7.65E-11,
11066,7.64E-11,
57697,7.64E-11,
120939,7.64E-11,
3992,7.64E-11,
84146,7.64E-11,
2686,7.64E-11,
100288687,7.64E-11,
84747,7.63E-11,
79171,7.63E-11,
93986,7.63E-11,
590,7.63E-11,
51606,7.62E-11,
84106,7.62E-11,
10371,7.62E-11,
10436,7.62E-11,
7384,7.61E-11,
51633,7.61E-11,
79073,7.61E-11,
10024,7.61E-11,
26353,7.61E-11,
8641,7.61E-11,
84313,7.61E-11,
10196,7.60E-11,
55521,7.60E-11,
51360,7.59E-11,
5037,7.59E-11,
5275,7.59E-11,
51127,7.59E-11,
54716,7.58E-11,
56302,7.58E-11,
4069,7.58E-11,
9573,7.58E-11,
51043,7.57E-11,
7374,7.57E-11,
29088,7.57E-11,
51659,7.57E-11,
83983,7.57E-11,
100505385,7.57E-11,
3567,7.57E-11,
57488,7.56E-11,
9472,7.56E-11,
51268,7.56E-11,
1825,7.56E-11,
54902,7.56E-11,
26586,7.56E-11,
653269,7.56E-11,
4102,7.56E-11,
114932,7.55E-11,
79077,7.54E-11,
2029,7.54E-11,
9189,7.54E-11,
51070,7.53E-11,
22877,7.53E-11,
381,7.53E-11,
55588,7.53E-11,
8604,7.53E-11,
55269,7.53E-11,
149603,7.53E-11,
282996,7.51E-11,
22941,7.51E-11,
11135,7.51E-11,
1056,7.50E-11,
387934,7.49E-11,
23172,7.49E-11,
9019,7.48E-11,
23293,7.47E-11,
2588,7.46E-11,
7942,7.46E-11,
1286,7.46E-11,
1781,7.46E-11,
55605,7.46E-11,
23007,7.46E-11,
84541,7.45E-11,
5646,7.45E-11,
1292,7.43E-11,
5319,7.43E-11,
5046,7.43E-11,
5916,7.43E-11,
23097,7.43E-11,
2971,7.42E-11,
26232,7.42E-11,
3619,7.42E-11,
63931,7.42E-11,
256987,7.41E-11,
23277,7.40E-11,
79913,7.40E-11,
84131,7.40E-11,
88745,7.40E-11,
388585,7.40E-11,
8854,7.38E-11,
2327,7.38E-11,
25994,7.37E-11,
2209,7.37E-11,
9328,7.37E-11,
2967,7.35E-11,
57669,7.35E-11,
334,7.35E-11,
29803,7.34E-11,
2027,7.34E-11,
84869,7.34E-11,
140801,7.34E-11,
10884,7.33E-11,
7156,7.32E-11,
27249,7.32E-11,
9592,7.32E-11,
51084,7.32E-11,
10283,7.32E-11,
56890,7.31E-11,
122809,7.31E-11,
93587,7.31E-11,
4548,7.31E-11,
4160,7.30E-11,
60490,7.30E-11,
65108,7.30E-11,
56652,7.29E-11,
740,7.29E-11,
6342,7.29E-11,
10991,7.29E-11,
23187,7.29E-11,
23265,7.28E-11,
23647,7.27E-11,
10552,7.26E-11,
54541,7.26E-11,
9587,7.25E-11,
55664,7.25E-11,
51206,7.25E-11,
2619,7.24E-11,
29889,7.24E-11,
6729,7.24E-11,
7469,7.24E-11,
80004,7.24E-11,
79027,7.24E-11,
342977,7.24E-11,
166793,7.23E-11,
64432,7.23E-11,
136319,7.23E-11,
51614,7.23E-11,
7549,7.22E-11,
59307,7.21E-11,
10495,7.20E-11,
9377,7.20E-11,
29095,7.20E-11,
53371,7.20E-11,
55207,7.20E-11,
1571,7.19E-11,
440193,7.19E-11,
378708,7.19E-11,
166379,7.17E-11,
57728,7.17E-11,
84461,7.16E-11,
23037,7.16E-11,
120,7.16E-11,
29801,7.15E-11,
127,7.15E-11,
3096,7.15E-11,
26059,7.15E-11,
3934,7.15E-11,
6364,7.14E-11,
134430,7.14E-11,
58513,7.14E-11,
23060,7.14E-11,
26355,7.14E-11,
3171,7.14E-11,
3911,7.13E-11,
80273,7.13E-11,
10623,7.13E-11,
10555,7.13E-11,
81570,7.12E-11,
57648,7.12E-11,
283149,7.12E-11,
7287,7.11E-11,
113457,7.11E-11,
8800,7.11E-11,
7005,7.11E-11,
54465,7.10E-11,
51691,7.10E-11,
89797,7.10E-11,
116448,7.10E-11,
11342,7.09E-11,
89884,7.09E-11,
57649,7.09E-11,
23307,7.09E-11,
84735,7.08E-11,
140890,7.08E-11,
117145,7.07E-11,
57003,7.07E-11,
2644,7.07E-11,
26090,7.07E-11,
939,7.06E-11,
51693,7.06E-11,
10724,7.06E-11,
54469,7.05E-11,
143384,7.05E-11,
5522,7.05E-11,
57798,7.05E-11,
55138,7.04E-11,
4999,7.04E-11,
9147,7.04E-11,
1154,7.03E-11,
51513,7.03E-11,
2849,7.03E-11,
9911,7.03E-11,
26001,7.03E-11,
10269,7.02E-11,
7227,7.02E-11,
197259,7.02E-11,
6357,7.01E-11,
5440,7.01E-11,
3621,7.00E-11,
497661,6.99E-11,
14,6.99E-11,
9267,6.98E-11,
152926,6.98E-11,
65110,6.98E-11,
79133,6.98E-11,
57082,6.98E-11,
360,6.98E-11,
32,6.97E-11,
157570,6.97E-11,
134353,6.97E-11,
57690,6.97E-11,
9152,6.96E-11,
30846,6.96E-11,
23774,6.96E-11,
169026,6.96E-11,
51676,6.95E-11,
26092,6.95E-11,
80346,6.95E-11,
373159,6.94E-11,
5187,6.94E-11,
406983,6.94E-11,
9917,6.94E-11,
3910,6.94E-11,
55173,6.93E-11,
7727,6.93E-11,
5032,6.93E-11,
4705,6.93E-11,
84993,6.92E-11,
406887,6.92E-11,
2077,6.92E-11,
81622,6.92E-11,
29926,6.91E-11,
10248,6.91E-11,
6542,6.91E-11,
50804,6.91E-11,
1548,6.90E-11,
57129,6.90E-11,
64129,6.90E-11,
118924,6.90E-11,
727,6.89E-11,
5450,6.89E-11,
220001,6.89E-11,
55052,6.89E-11,
27077,6.89E-11,
51200,6.89E-11,
222584,6.89E-11,
8823,6.89E-11,
5236,6.88E-11,
741,6.88E-11,
80323,6.88E-11,
9966,6.88E-11,
10940,6.88E-11,
7979,6.87E-11,
55147,6.87E-11,
406912,6.87E-11,
7066,6.87E-11,
255928,6.86E-11,
51808,6.86E-11,
100505741,6.86E-11,
84960,6.84E-11,
29959,6.84E-11,
80218,6.84E-11,
8435,6.83E-11,
10156,6.83E-11,
55531,6.82E-11,
26578,6.81E-11,
9528,6.81E-11,
3109,6.81E-11,
10960,6.81E-11,
79018,6.80E-11,
23042,6.80E-11,
26100,6.79E-11,
8030,6.79E-11,
55277,6.79E-11,
84817,6.79E-11,
23555,6.77E-11,
23075,6.77E-11,
128486,6.76E-11,
9158,6.75E-11,
4143,6.75E-11,
255520,6.75E-11,
55858,6.75E-11,
2553,6.75E-11,
55034,6.74E-11,
72,6.74E-11,
348995,6.73E-11,
3777,6.71E-11,
11067,6.71E-11,
84458,6.71E-11,
121457,6.70E-11,
2176,6.70E-11,
85437,6.70E-11,
2622,6.69E-11,
200558,6.69E-11,
29956,6.68E-11,
91647,6.68E-11,
2286,6.68E-11,
165904,6.67E-11,
2070,6.67E-11,
79582,6.66E-11,
284312,6.66E-11,
4284,6.66E-11,
390598,6.66E-11,
93426,6.66E-11,
2618,6.65E-11,
79733,6.65E-11,
64284,6.65E-11,
8811,6.64E-11,
3658,6.64E-11,
23066,6.64E-11,
54663,6.64E-11,
26061,6.63E-11,
57701,6.62E-11,
7174,6.62E-11,
5252,6.62E-11,
9569,6.62E-11,
26520,6.61E-11,
8707,6.61E-11,
8439,6.61E-11,
9767,6.61E-11,
5137,6.60E-11,
4794,6.60E-11,
8861,6.60E-11,
1112,6.60E-11,
285203,6.60E-11,
55544,6.59E-11,
2104,6.59E-11,
81605,6.58E-11,
344387,6.58E-11,
153769,6.57E-11,
59339,6.57E-11,
3595,6.57E-11,
5937,6.57E-11,
55504,6.56E-11,
92305,6.56E-11,
57826,6.56E-11,
221092,6.55E-11,
641700,6.55E-11,
114823,6.55E-11,
26589,6.55E-11,
51650,6.54E-11,
3215,6.54E-11,
10199,6.53E-11,
124583,6.53E-11,
4803,6.53E-11,
1595,6.53E-11,
23648,6.52E-11,
406883,6.52E-11,
966,6.51E-11,
28969,6.51E-11,
25825,6.51E-11,
348235,6.51E-11,
259282,6.51E-11,
407014,6.51E-11,
51596,6.50E-11,
56616,6.49E-11,
83752,6.49E-11,
100288797,6.49E-11,
132,6.48E-11,
378884,6.48E-11,
9931,6.48E-11,
91801,6.48E-11,
10101,6.48E-11,
388569,6.48E-11,
57817,6.47E-11,
84317,6.47E-11,
29093,6.47E-11,
57568,6.47E-11,
4698,6.46E-11,
1586,6.46E-11,
11078,6.46E-11,
4601,6.46E-11,
57215,6.44E-11,
3868,6.44E-11,
79930,6.44E-11,
171568,6.44E-11,
10293,6.43E-11,
55593,6.43E-11,
8796,6.43E-11,
1671,6.43E-11,
10607,6.42E-11,
84083,6.42E-11,
5874,6.42E-11,
26225,6.41E-11,
84142,6.41E-11,
5101,6.41E-11,
225,6.40E-11,
2483,6.40E-11,
11083,6.40E-11,
9590,6.40E-11,
1557,6.40E-11,
22915,6.40E-11,
2826,6.40E-11,
353132,6.39E-11,
905,6.39E-11,
10121,6.39E-11,
5362,6.38E-11,
4649,6.38E-11,
64787,6.38E-11,
503618,6.38E-11,
151056,6.38E-11,
5313,6.38E-11,
57496,6.38E-11,
158747,6.37E-11,
1143,6.37E-11,
64240,6.37E-11,
7022,6.37E-11,
442721,6.37E-11,
51334,6.36E-11,
116173,6.36E-11,
81618,6.36E-11,
23509,6.36E-11,
7862,6.35E-11,
661,6.34E-11,
7920,6.34E-11,
148479,6.34E-11,
8675,6.34E-11,
10570,6.33E-11,
20,6.32E-11,
1589,6.32E-11,
60401,6.32E-11,
6731,6.32E-11,
1844,6.31E-11,
5357,6.31E-11,
64375,6.31E-11,
10659,6.31E-11,
221692,6.30E-11,
26154,6.30E-11,
4363,6.30E-11,
54934,6.30E-11,
57104,6.28E-11,
8799,6.27E-11,
55148,6.26E-11,
51001,6.26E-11,
56548,6.26E-11,
2028,6.26E-11,
10874,6.26E-11,
84101,6.26E-11,
56000,6.26E-11,
80150,6.25E-11,
4711,6.25E-11,
5333,6.25E-11,
10982,6.25E-11,
3680,6.24E-11,
27069,6.24E-11,
60625,6.23E-11,
51103,6.23E-11,
51324,6.23E-11,
6608,6.23E-11,
27350,6.22E-11,
114793,6.21E-11,
54463,6.21E-11,
4924,6.21E-11,
161424,6.21E-11,
2245,6.21E-11,
81562,6.21E-11,
4626,6.20E-11,
80724,6.20E-11,
254225,6.20E-11,
1968,6.20E-11,
55171,6.20E-11,
153129,6.18E-11,
4703,6.18E-11,
83443,6.18E-11,
1291,6.18E-11,
64801,6.18E-11,
23022,6.17E-11,
83940,6.16E-11,
83874,6.15E-11,
132660,6.15E-11,
81619,6.14E-11,
8831,6.14E-11,
3790,6.14E-11,
25917,6.13E-11,
7547,6.13E-11,
222643,6.12E-11,
85458,6.12E-11,
26519,6.12E-11,
5205,6.10E-11,
23632,6.10E-11,
6297,6.09E-11,
10846,6.09E-11,
11222,6.09E-11,
7850,6.08E-11,
10529,6.08E-11,
60314,6.08E-11,
57037,6.08E-11,
54797,6.08E-11,
285489,6.07E-11,
28966,6.07E-11,
1840,6.07E-11,
66008,6.07E-11,
118424,6.06E-11,
91833,6.06E-11,
5923,6.06E-11,
30009,6.05E-11,
10078,6.05E-11,
3664,6.05E-11,
23743,6.05E-11,
8735,6.04E-11,
4919,6.04E-11,
6277,6.03E-11,
6892,6.03E-11,
3045,6.03E-11,
10577,6.03E-11,
1515,6.03E-11,
84174,6.03E-11,
3696,6.03E-11,
145282,6.02E-11,
23143,6.02E-11,
85443,6.02E-11,
2307,6.01E-11,
4604,6.01E-11,
342897,6.00E-11,
219927,6.00E-11,
140739,5.99E-11,
6166,5.99E-11,
2560,5.99E-11,
55062,5.98E-11,
26505,5.98E-11,
92342,5.98E-11,
2731,5.98E-11,
22794,5.98E-11,
1477,5.98E-11,
11313,5.97E-11,
11101,5.97E-11,
55571,5.97E-11,
64746,5.97E-11,
2632,5.97E-11,
254427,5.97E-11,
10629,5.96E-11,
58504,5.96E-11,
6258,5.96E-11,
83892,5.96E-11,
8803,5.96E-11,
51061,5.95E-11,
11328,5.95E-11,
29780,5.95E-11,
7580,5.93E-11,
7456,5.93E-11,
965,5.93E-11,
22875,5.93E-11,
256933,5.93E-11,
55634,5.93E-11,
9156,5.92E-11,
7916,5.92E-11,
22856,5.92E-11,
433,5.92E-11,
1325,5.92E-11,
3512,5.91E-11,
5150,5.91E-11,
10150,5.91E-11,
144233,5.90E-11,
51062,5.90E-11,
23779,5.90E-11,
66037,5.90E-11,
23473,5.89E-11,
196513,5.89E-11,
599,5.89E-11,
610,5.88E-11,
29948,5.88E-11,
541468,5.88E-11,
5149,5.88E-11,
9758,5.88E-11,
84938,5.88E-11,
10636,5.88E-11,
11085,5.87E-11,
4715,5.87E-11,
55616,5.87E-11,
125,5.87E-11,
84246,5.87E-11,
27248,5.86E-11,
81602,5.86E-11,
85379,5.86E-11,
2302,5.86E-11,
6005,5.86E-11,
8078,5.85E-11,
54843,5.85E-11,
57590,5.84E-11,
284001,5.84E-11,
2994,5.84E-11,
7263,5.83E-11,
79829,5.83E-11,
5188,5.82E-11,
50808,5.82E-11,
10409,5.82E-11,
116028,5.82E-11,
27097,5.81E-11,
114822,5.81E-11,
51134,5.81E-11,
2916,5.81E-11,
8825,5.81E-11,
55796,5.81E-11,
57732,5.80E-11,
221938,5.80E-11,
55905,5.79E-11,
153364,5.79E-11,
5361,5.79E-11,
338657,5.79E-11,
6924,5.78E-11,
3248,5.78E-11,
144699,5.78E-11,
126070,5.78E-11,
5042,5.77E-11,
3174,5.77E-11,
10120,5.77E-11,
2832,5.77E-11,
51056,5.77E-11,
4798,5.77E-11,
23131,5.77E-11,
22883,5.77E-11,
574031,5.76E-11,
64759,5.76E-11,
23263,5.76E-11,
54780,5.76E-11,
8034,5.75E-11,
10087,5.75E-11,
4712,5.75E-11,
152007,5.74E-11,
83605,5.74E-11,
54676,5.74E-11,
84152,5.73E-11,
25879,5.73E-11,
1909,5.72E-11,
55361,5.72E-11,
23127,5.72E-11,
86614,5.72E-11,
3157,5.71E-11,
54800,5.71E-11,
4849,5.71E-11,
55975,5.71E-11,
113026,5.70E-11,
93611,5.69E-11,
64431,5.69E-11,
79050,5.69E-11,
440023,5.69E-11,
7436,5.68E-11,
441478,5.68E-11,
1380,5.68E-11,
29982,5.67E-11,
123722,5.67E-11,
7216,5.67E-11,
7784,5.67E-11,
79172,5.67E-11,
90293,5.65E-11,
5126,5.65E-11,
218,5.64E-11,
79094,5.64E-11,
55683,5.63E-11,
6586,5.63E-11,
7818,5.63E-11,
5805,5.62E-11,
8214,5.62E-11,
260425,5.61E-11,
8721,5.61E-11,
114798,5.61E-11,
50940,5.61E-11,
54849,5.60E-11,
597,5.60E-11,
84450,5.60E-11,
9814,5.60E-11,
28977,5.60E-11,
11165,5.60E-11,
84258,5.60E-11,
84955,5.59E-11,
25920,5.59E-11,
9296,5.59E-11,
91544,5.59E-11,
910,5.58E-11,
11321,5.58E-11,
4774,5.58E-11,
57552,5.58E-11,
2257,5.58E-11,
118460,5.57E-11,
1666,5.57E-11,
91624,5.57E-11,
353,5.57E-11,
1964,5.57E-11,
10361,5.56E-11,
37,5.56E-11,
56984,5.56E-11,
9362,5.56E-11,
27257,5.56E-11,
22885,5.55E-11,
55627,5.55E-11,
222389,5.55E-11,
55227,5.54E-11,
92815,5.54E-11,
51154,5.54E-11,
63826,5.53E-11,
79830,5.53E-11,
55193,5.53E-11,
51278,5.52E-11,
79156,5.52E-11,
92370,5.52E-11,
126393,5.52E-11,
5050,5.52E-11,
8437,5.52E-11,
1849,5.51E-11,
8743,5.51E-11,
1555,5.51E-11,
55854,5.51E-11,
4253,5.51E-11,
286480,5.50E-11,
23503,5.50E-11,
135250,5.50E-11,
29950,5.50E-11,
29078,5.50E-11,
29916,5.50E-11,
54107,5.49E-11,
11104,5.49E-11,
2861,5.49E-11,
2926,5.48E-11,
6620,5.48E-11,
55103,5.47E-11,
51367,5.47E-11,
9570,5.47E-11,
26073,5.46E-11,
4547,5.46E-11,
283458,5.46E-11,
136242,5.45E-11,
81034,5.45E-11,
1577,5.45E-11,
4666,5.45E-11,
563,5.45E-11,
3029,5.45E-11,
8828,5.45E-11,
55937,5.44E-11,
57117,5.44E-11,
1295,5.44E-11,
3425,5.44E-11,
2823,5.44E-11,
55035,5.44E-11,
5917,5.43E-11,
84329,5.43E-11,
51015,5.43E-11,
2909,5.43E-11,
51181,5.42E-11,
2798,5.41E-11,
26512,5.41E-11,
92797,5.41E-11,
5082,5.41E-11,
22980,5.40E-11,
64581,5.40E-11,
9244,5.40E-11,
3131,5.40E-11,
63875,5.39E-11,
1446,5.39E-11,
27324,5.39E-11,
9148,5.39E-11,
8727,5.39E-11,
23608,5.39E-11,
6461,5.39E-11,
125950,5.38E-11,
79882,5.38E-11,
6404,5.38E-11,
5775,5.38E-11,
22932,5.37E-11,
407041,5.37E-11,
57452,5.37E-11,
64781,5.37E-11,
60626,5.37E-11,
26576,5.36E-11,
27154,5.36E-11,
4778,5.36E-11,
54460,5.36E-11,
7050,5.35E-11,
56994,5.35E-11,
9053,5.35E-11,
57162,5.35E-11,
7091,5.34E-11,
2917,5.34E-11,
51642,5.33E-11,
8092,5.33E-11,
10331,5.32E-11,
10299,5.32E-11,
53335,5.32E-11,
64881,5.32E-11,
346007,5.32E-11,
6336,5.31E-11,
1364,5.31E-11,
23253,5.30E-11,
51069,5.30E-11,
84233,5.30E-11,
10438,5.30E-11,
154807,5.29E-11,
3241,5.29E-11,
50649,5.28E-11,
3706,5.28E-11,
79763,5.28E-11,
56654,5.28E-11,
3762,5.27E-11,
51177,5.27E-11,
79840,5.27E-11,
89866,5.27E-11,
56271,5.26E-11,
132141,5.26E-11,
57654,5.26E-11,
115704,5.26E-11,
64359,5.26E-11,
7484,5.25E-11,
51008,5.25E-11,
84823,5.24E-11,
3067,5.24E-11,
6855,5.24E-11,
54978,5.24E-11,
4710,5.24E-11,
51280,5.24E-11,
117159,5.24E-11,
27072,5.24E-11,
4084,5.23E-11,
9517,5.23E-11,
2036,5.23E-11,
2780,5.23E-11,
51144,5.22E-11,
55423,5.22E-11,
138474,5.22E-11,
9855,5.22E-11,
91875,5.22E-11,
54332,5.22E-11,
9469,5.21E-11,
10246,5.21E-11,
94134,5.21E-11,
406882,5.21E-11,
114569,5.21E-11,
23241,5.20E-11,
55325,5.20E-11,
6521,5.20E-11,
128308,5.20E-11,
221504,5.19E-11,
55156,5.19E-11,
3841,5.18E-11,
27443,5.18E-11,
127733,5.18E-11,
219333,5.18E-11,
84549,5.18E-11,
246184,5.17E-11,
51236,5.17E-11,
2944,5.17E-11,
64784,5.17E-11,
4012,5.17E-11,
